"","lon","lat"
"300",-122.52577772,47.74654993
"301",-122.53258015,47.74689775
"302",-122.537318,47.74714
"303",-122.55257333,47.7458616
"304",-122.554454,47.745704
"305",-122.55242895,47.74415299
"306",-122.550605,47.742756
"307",-122.549178,47.736842
"308",-122.549653,47.730927
"309",-122.5508314,47.72957979
"310",-122.55396,47.726003
"311",-122.55186094,47.72406704
"312",-122.549417,47.721813
"313",-122.544106,47.718186
"314",-122.543161,47.710941
"315",-122.53094,47.704814
"316",-122.526599,47.703742
"317",-122.526124,47.707101
"318",-122.523962,47.708034
"319",-122.518993,47.705502
"320",-122.515677,47.708476
"321",-122.51428451,47.70855027
"322",-122.511196,47.708715
"323",-122.504604,47.699136
"324",-122.503069,47.694304
"325",-122.504452,47.685888
"326",-122.50507948,47.68513022
"327",-122.507794,47.681852
"328",-122.508709,47.670843
"329",-122.504162,47.664923
"330",-122.49784,47.661819
"331",-122.500697,47.659597
"332",-122.507885,47.656591
"333",-122.514953,47.654134
"334",-122.51828,47.652053
"335",-122.51741399,47.65173705
"336",-122.512576,47.649972
"337",-122.508164,47.643657
"338",-122.502116,47.639074
"339",-122.493205,47.635122
"340",-122.489131,47.633184
"341",-122.492809,47.629591
"342",-122.494518,47.623625
"343",-122.491022,47.62056512
"344",-122.48857,47.618419
"345",-122.492373,47.61906
"346",-122.49562371,47.62125687
"347",-122.496383,47.62177
"348",-122.49785423,47.62030618
"349",-122.500357,47.617816
"350",-122.496651,47.609447
"351",-122.498913,47.604461
"352",-122.49824,47.598242
"353",-122.497782,47.596975
"354",-122.506396,47.596466
"355",-122.506396,47.59473691
"356",-122.506396,47.594542
"357",-122.502831,47.591657
"358",-122.493933,47.588963
"359",-122.483805,47.586721
"360",-122.479089,47.583654
"361",-122.485718,47.580916
"362",-122.495173,47.580099
"363",-122.49795,47.577848
"364",-122.503672,47.575178
"365",-122.518367,47.57408
"366",-122.52284339,47.57118442
"367",-122.52834926,47.56762292
"368",-122.531979,47.565275
"369",-122.532541,47.563759
"370",-122.537551,47.562777
"371",-122.53783298,47.56245025
"372",-122.543118,47.556326
"373",-122.540386,47.548941
"374",-122.539669,47.543844
"375",-122.542355,47.53784
"376",-122.545851,47.529587
"377",-122.5435136,47.52632512
"378",-122.542286,47.524612
"379",-122.534205,47.525254
"380",-122.527787,47.524291
"381",-122.521132,47.52413
"382",-122.52040469,47.52313901
"383",-122.519306,47.521642
"384",-122.513666,47.519377
"385",-122.507549,47.519629
"386",-122.50188,47.518031
"387",-122.50091838,47.51605238
"388",-122.50057684,47.51534963
"389",-122.500543,47.51528
"390",-122.49599791,47.51291231
"391",-122.49592431,47.51287397
"392",-122.495742,47.512779
"393",-122.494882,47.510265
"394",-122.49551102,47.5095659
